SiteName,SiteCode,Classification,OC,Region,Province,DeviceName,DeviceIP,FormattedDateTimeEvent,MeasureDescription,RawValue,lowerPreAlarmTsh,upperPreAlarmTsh,lowerAlarmTsh,upperAlarmTsh,oid,oidIndex
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:09:05,Mains - Voltage L3,"229,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:09:18,Mains - Voltage L3,"230,1",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:09:44,Mains - Voltage L3,"230,1",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:08:13,Mains - Voltage L3,"229,8",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:08:26,Mains - Voltage L3,230,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:08:39,Mains - Voltage L3,"230,2",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:10:10,Mains - Voltage L3,"229,7",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:06:42,Mains - Voltage L3,"229,7",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:10:23,Mains - Voltage L3,"229,6",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:07:34,Mains - Voltage L3,"230,1",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:11:15,Mains - Voltage L3,"229,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:11:28,Mains - Voltage L3,"229,6",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:11:41,Mains - Voltage L3,"229,7",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:11:54,Mains - Voltage L3,"229,6",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:10:36,Mains - Voltage L3,"229,7",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:09:31,Mains - Voltage L3,"230,2",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:12:33,Mains - Voltage L3,"229,2",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:12:59,Mains - Voltage L3,"229,1",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:13:12,Mains - Voltage L3,"229,7",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:06:16,Mains - Voltage L3,"230,2",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:03:27,Mains - Voltage L3,230,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:06:03,Mains - Voltage L3,230,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:05:50,Mains - Voltage L3,"229,8",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:06:55,Mains - Voltage L3,"230,1",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:03:53,Mains - Voltage L3,"229,8",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:07:21,Mains - Voltage L3,230,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:06:29,Mains - Voltage L3,"230,3",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:07:47,Mains - Voltage L3,"230,2",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:08:00,Mains - Voltage L3,"230,1",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:21:26,Mains - Voltage L3,"230,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:22:57,Mains - Voltage L3,"229,7",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:22:44,Mains - Voltage L3,"230,1",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:23:10,Mains - Voltage L3,"229,6",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:23:23,Mains - Voltage L3,"230,1",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:21:00,Mains - Voltage L3,"230,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:21:13,Mains - Voltage L3,231,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:21:39,Mains - Voltage L3,"230,8",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:21:52,Mains - Voltage L3,"229,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:22:05,Mains - Voltage L3,"230,2",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:24:02,Mains - Voltage L3,"229,8",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:23:36,Mains - Voltage L3,"230,2",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:23:49,Mains - Voltage L3,230,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:26:12,Mains - Voltage L3,"230,7",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:26:38,Mains - Voltage L3,"230,2",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:26:51,Mains - Voltage L3,"230,3",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:28:22,Mains - Voltage L3,"231,4",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:26:25,Mains - Voltage L3,"231,1",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:25:46,Mains - Voltage L3,231,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:22:31,Mains - Voltage L3,230,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:24:15,Mains - Voltage L3,"229,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:24:28,Mains - Voltage L3,"229,8",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:24:41,Mains - Voltage L3,"229,7",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:22:18,Mains - Voltage L3,"229,6",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:25:07,Mains - Voltage L3,"230,3",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:25:33,Mains - Voltage L3,"230,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:25:20,Mains - Voltage L3,230,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:15:35,Engine Speed,0,0,0,0,1399,1.3.6.1.4.1.41385.1.3.1.1.6,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:18:37,Mains - Voltage L3,"229,6",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:16:01,Mains - Voltage L3,230,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:16:14,Mains - Voltage L3,"229,7",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:17:32,Mains - Voltage L3,"229,8",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:17:06,Mains - Voltage L3,230,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:16:53,Mains - Voltage L3,"229,5",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:19:55,Mains - Voltage L3,"231,1",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:17:19,Mains - Voltage L3,"229,3",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:17:45,Mains - Voltage L3,230,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:20:21,Mains - Voltage L3,231,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:18:50,Mains - Voltage L3,"230,2",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:20:08,Mains - Voltage L3,"230,8",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:19:03,Mains - Voltage L3,"230,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:17:58,Mains - Voltage L3,"229,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:16:40,Mains - Voltage L3,"229,7",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:18:24,Mains - Voltage L3,"230,1",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:15:48,Mains - Voltage L3,"229,8",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:13:25,Mains - Voltage L3,"229,8",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:13:25,Fuel Level,98,50,100,20,100,1.3.6.1.4.1.41385.1.3.1.1.4,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:13:25,Engine Hours,"1,328,950,106,316",0,0,0,0,1.3.6.1.4.1.41385.1.3.1.1.91,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:13:25,Accumalated kW,"48278,6",0,0,0,0,1.3.6.1.4.1.41385.1.3.1.1.92,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:13:25,Accumulated kVA,"51856,2",0,0,0,0,1.3.6.1.4.1.41385.1.3.1.1.93,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:16:27,Mains - Voltage L3,"229,6",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:14:17,Mains - Voltage L3,230,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:14:43,Mains - Voltage L3,"230,2",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:14:56,Mains - Voltage L3,230,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:12:20,Mains - Voltage L3,"229,3",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:15:22,Mains - Voltage L3,"229,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:12:07,Mains - Voltage L3,"229,1",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:13:38,Mains - Voltage L3,"229,5",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:13:51,Mains - Voltage L3,"229,7",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:08:52,Mains - Voltage L3,"230,1",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:14:04,Mains - Voltage L3,"229,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:01:30,Mains - Voltage L3,"229,8",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:05:37,Mains - Voltage L3,"229,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:04:32,Mains - Voltage L3,"229,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:05:11,Mains - Voltage L3,"229,8",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:03:01,Mains - Voltage L3,"229,8",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:00:51,Mains - Voltage L3,"229,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:04:06,Mains - Voltage L3,"229,7",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 1:59:33,Mains - Voltage L3,230,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:02:22,Mains - Voltage L3,"230,5",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 1:59:07,Mains - Voltage L3,"230,2",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:02:35,Mains - Voltage L3,"229,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:02:48,Mains - Voltage L3,"230,1",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:00:12,Mains - Voltage L3,"230,3",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:03:14,Mains - Voltage L3,"230,2",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 2:03:40,Mains - Voltage L3,"230,2",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 1:56:31,Mains - Voltage L3,"230,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 1:56:57,Mains - Voltage L3,231,0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 1:54:08,Mains - Voltage L3,"229,9",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - DSE892 Gen 1,010.128.000.107,2023-10-16 1:56:44,Mains - Voltage L3,"230,6",0,0,206,254,1.3.6.1.4.1.41385.1.3.1.1.26,1
