SiteName,SiteCode,Classification,OC,Region,Province,DeviceName,DeviceIP,EventInDateTime,EventOutDateTime,AlarmDescription,RawValue
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,521,040,800.00","2,021,070,521,094,200.00",MER Value,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,521,040,800.00","2,021,070,521,094,200.00",AGC Locked,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,521,040,800.00","2,021,070,521,094,200.00",BB Frames Error After BCH,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,203,505,700.00","2,021,070,203,563,100.00",MER Value,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,203,505,700.00","2,021,070,203,563,100.00",Dvbt2 Level,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,203,505,700.00","2,021,070,203,563,100.00",MPEG Locked,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,122,350,400.00","2,021,070,122,403,600.00",MER Value,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,123,024,000.00","2,021,070,123,081,400.00",Dvbt2 Level,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,123,024,000.00","2,021,070,123,081,400.00",MPEG Locked,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,123,024,000.00","2,021,070,123,081,400.00",MER Value,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,123,024,000.00","2,021,070,123,081,400.00",BB Frames Error After BCH,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,123,024,000.00","2,021,070,123,081,400.00",AGC Locked,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,122,350,400.00","2,021,070,122,403,600.00",BB Frames Error After BCH,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,122,350,400.00","2,021,070,122,403,600.00",AGC Locked,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,122,350,400.00","2,021,070,122,403,600.00",Dvbt2 Level,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,122,350,400.00","2,021,070,122,403,600.00",MPEG Locked,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,502,082,000.00","2,021,070,502,135,300.00",Dvbt2 Level,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,502,082,000.00","2,021,070,502,135,300.00",MPEG Locked,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - Phalaphala FM Tx,010.128.000.142,"2,021,070,216,215,400.00","2,021,070,216,221,700.00",Forward Power,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - Munghana Lonene FM Tx,010.128.000.144,"2,021,070,210,050,800.00","2,021,070,210,053,100.00",Tx1 Fault State,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - Munghana Lonene FM Tx,010.128.000.144,"2,021,070,210,050,800.00","2,021,070,210,053,100.00",Tx1 Warning State,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - Munghana Lonene FM Tx,010.128.000.144,"2,021,070,216,215,400.00","2,021,070,216,221,700.00",Forward Power,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - Lotus FM Tx,010.128.000.145,"2,021,070,210,050,800.00","2,021,070,210,053,100.00",Tx1 Fault State,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - Lotus FM Tx,010.128.000.145,"2,021,070,216,215,400.00","2,021,070,216,221,700.00",Forward Power,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,216,214,800.00","2,021,070,216,222,700.00",UKHOZI FEED,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,216,214,800.00","2,021,070,216,222,700.00",LESEDI PRI RIGHT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,216,214,800.00","2,021,070,216,220,800.00",SOWETO TX,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,219,091,400.00","2,021,070,219,093,400.00",UKHOZI FEED,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,219,095,300.00","2,021,070,219,101,300.00",LOBO PRI LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,219,353,400.00","2,021,070,219,355,300.00",LOBO PRI LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,219,392,800.00","2,021,070,219,434,200.00",BELA PRI LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,219,042,100.00","2,021,070,219,044,100.00",WEZI PRI LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,219,095,300.00","2,021,070,219,101,300.00",LOBO PRI RIGHT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,219,351,400.00","2,021,070,219,353,400.00",LOTUS PRI LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,219,042,100.00","2,021,070,219,044,100.00",WEZI PRI RIGHT,0
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,522,293,000.00","2,021,070,522,311,900.00",SABC2 - Secondary Audio,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,522,232,600.00","2,021,070,522,233,600.00",SABC2 - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,522,291,100.00","2,021,070,522,313,800.00",SABC2 - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,523,035,000.00","2,021,070,523,044,000.00",SABC2 - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,523,035,000.00","2,021,070,523,041,000.00",SABC2 - Secondary Audio,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,523,131,200.00","2,021,070,523,134,200.00",SABC2 - Secondary Audio,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,523,131,200.00","2,021,070,523,134,200.00",SABC2 - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,600,010,100.00","2,021,070,600,020,000.00",SABC2 - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,523,575,300.00","2,021,070,601,052,500.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,600,010,100.00","2,021,070,600,020,000.00",SABC2 - Secondary Audio,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,601,235,000.00","2,021,070,601,353,000.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,421,010,100.00","2,021,070,421,011,100.00",SABC1 - Secondary Audio,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,422,214,100.00","2,021,070,422,215,100.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,409,584,900.00","2,021,070,410,013,700.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,410,291,300.00","2,021,070,411,215,600.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,411,265,200.00","2,021,070,411,301,900.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,110,261,500.00","2,021,070,110,270,400.00",SABC2 - Primary Feed,1
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,502,082,000.00","2,021,070,502,135,300.00",BB Frames Error After BCH,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,502,082,000.00","2,021,070,502,135,300.00",AGC Locked,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,502,082,000.00","2,021,070,502,135,300.00",MER Value,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,211,091,200.00","2,021,070,211,144,700.00",BB Frames Error After BCH,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,211,091,200.00","2,021,070,211,144,700.00",AGC Locked,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,211,091,200.00","2,021,070,211,144,700.00",MER Value,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,203,505,700.00","2,021,070,203,563,100.00",BB Frames Error After BCH,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,203,505,700.00","2,021,070,203,563,100.00",AGC Locked,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,418,191,800.00","2,021,070,418,245,100.00",MER Value,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,418,191,800.00","2,021,070,418,245,100.00",BB Frames Error After BCH,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,418,191,800.00","2,021,070,418,245,100.00",AGC Locked,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,418,191,800.00","2,021,070,418,245,100.00",Dvbt2 Level,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,418,191,800.00","2,021,070,418,245,100.00",MPEG Locked,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,417,072,500.00","2,021,070,417,125,800.00",MER Value,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,417,072,500.00","2,021,070,417,125,800.00",BB Frames Error After BCH,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,417,072,500.00","2,021,070,417,125,800.00",AGC Locked,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,417,072,500.00","2,021,070,417,125,800.00",Dvbt2 Level,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,417,072,500.00","2,021,070,417,125,800.00",MPEG Locked,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,219,392,800.00","2,021,070,219,432,200.00",BELA PRI RIGHT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,220,232,100.00","2,021,070,220,234,100.00",5FM FEED,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,219,353,400.00","2,021,070,219,355,300.00",LOBO PRI RIGHT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,219,465,700.00","2,021,070,219,491,300.00",LOTUS PRI LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,220,330,600.00","2,021,070,220,342,400.00",LOTUS PRI LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,223,544,000.00","2,021,070,223,551,900.00",Status Card 16 - STG,3
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,300,040,600.00","2,021,070,300,095,700.00",RSG SEC LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,300,572,400.00","2,021,070,301,003,900.00",SAFM SEC LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,300,572,400.00","2,021,070,301,003,900.00",SAFM PRI LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,300,572,400.00","2,021,070,301,003,900.00",SAFM PRI RIGHT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,301,530,000.00","2,021,070,301,543,700.00",702 SEC LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,301,530,000.00","2,021,070,301,543,700.00",702 SEC RIGHT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,302,452,000.00","2,021,070,302,454,000.00",702 SEC LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,302,452,000.00","2,021,070,302,454,000.00",702 SEC RIGHT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,302,245,100.00","2,021,070,302,255,000.00",LOTUS PRI LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,302,245,100.00","2,021,070,302,255,000.00",LOTUS PRI RIGHT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,303,283,500.00","2,021,070,303,285,400.00",LOTUS PRI LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,303,283,500.00","2,021,070,303,285,400.00",LOTUS PRI RIGHT,0
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,110,254,600.00","2,021,070,110,270,400.00",SABC2 - Feed On Air,0
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,106,241,500.00","2,021,070,106,330,400.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,106,565,400.00","2,021,070,107,025,600.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,822,352,600.00","2,021,070,822,355,600.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,822,511,200.00","2,021,070,822,512,200.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,100,070,000.00","2,021,070,100,140,100.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,313,314,600.00","2,021,070,313,321,500.00",SABC2 - Feed On Air,0
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,313,515,700.00","2,021,070,313,520,700.00",SABC2 - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,313,512,800.00","2,021,070,313,520,700.00",SABC2 - Feed On Air,0
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,318,310,100.00","2,021,070,318,311,100.00",SABC2 - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,120,564,700.00","2,021,070,120,573,600.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,200,110,700.00","2,021,070,200,165,900.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,200,413,800.00","2,021,070,200,420,800.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,202,081,700.00","2,021,070,202,132,100.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,203,425,600.00","2,021,070,203,585,600.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,211,535,700.00","2,021,070,212,070,000.00",LOBO - Primary Feed,1
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - ModPOD,010.128.040.210,"2,021,070,206,585,500.00","2,021,070,207,175,100.00",LOBO - Primary Feed,1
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,413,530,700.00","2,021,070,413,583,800.00",BB Frames Error After BCH,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,413,530,700.00","2,021,070,413,583,800.00",AGC Locked,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,413,530,700.00","2,021,070,413,583,800.00",Dvbt2 Level,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,413,530,700.00","2,021,070,413,583,800.00",MER Value,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - DVMS1 Mux1,010.128.124.087,"2,021,070,413,530,700.00","2,021,070,413,583,800.00",MPEG Locked,0
AURORA,C1.10,Bronze,Cape Town,Western Region,Western Cape,Aurora - Tx Mux1 CH 38,010.128.124.062,"2,021,070,815,101,100.00","2,021,070,815,103,400.00",FWD Power,0
BOESMANSKOP,O50,Bronze,Bloemfontein,Northern Region,Free State,Boesmanskop - DVMS4,010.128.114.086,"2,021,070,716,391,800.00","2,021,070,716,392,300.00",MTC - Continuity Count Error - Priority 1,3
BOESMANSKOP,O50,Bronze,Bloemfontein,Northern Region,Free State,Boesmanskop - DVMS4,010.128.114.086,"2,021,070,717,032,200.00","2,021,070,717,044,000.00",MTC - DVB T2 MER Value,"31,8"
BOESMANSKOP,O50,Bronze,Bloemfontein,Northern Region,Free State,Boesmanskop - DVMS4,010.128.114.086,"2,021,070,716,391,800.00","2,021,070,716,392,300.00",SABC - Continuity Count Error - Priority 1,3
BOESMANSKOP,O50,Bronze,Bloemfontein,Northern Region,Free State,Boesmanskop - DVMS4,010.128.114.086,"2,021,070,716,423,300.00","2,021,070,716,423,800.00",SABC - Continuity Count Error - Priority 1,3
BOESMANSKOP,O50,Bronze,Bloemfontein,Northern Region,Free State,Boesmanskop - DVMS4,010.128.114.086,"2,021,070,716,454,300.00","2,021,070,716,454,800.00",SABC - Continuity Count Error - Priority 1,3
BOESMANSKOP,O50,Bronze,Bloemfontein,Northern Region,Free State,Boesmanskop - DVMS4,010.128.114.086,"2,021,070,717,164,100.00","2,021,070,717,164,600.00",MTC - Continuity Count Error - Priority 1,3
BOESMANSKOP,O50,Bronze,Bloemfontein,Northern Region,Free State,Boesmanskop - DVMS4,010.128.114.086,"2,021,070,717,315,300.00","2,021,070,717,315,800.00",MTC - Continuity Count Error - Priority 1,3
BOESMANSKOP,O50,Bronze,Bloemfontein,Northern Region,Free State,Boesmanskop - DVMS4,010.128.114.086,"2,021,070,716,523,800.00","2,021,070,716,560,300.00",MTC - Continuity Count Error - Priority 1,3
BOESMANSKOP,O50,Bronze,Bloemfontein,Northern Region,Free State,Boesmanskop - DVMS4,010.128.114.086,"2,021,070,716,423,300.00","2,021,070,716,423,800.00",MTC - Continuity Count Error - Priority 1,3
BOESMANSKOP,O50,Bronze,Bloemfontein,Northern Region,Free State,Boesmanskop - DVMS4,010.128.114.086,"2,021,070,716,454,300.00","2,021,070,716,454,800.00",MTC - Continuity Count Error - Priority 1,3
BOESMANSKOP,O50,Bronze,Bloemfontein,Northern Region,Free State,Boesmanskop - DVMS4,010.128.114.086,"2,021,070,719,330,900.00","2,021,070,719,331,300.00",SABC - Continuity Count Error - Priority 1,3
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,303,415,400.00","2,021,070,303,425,300.00",LOTUS PRI LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,303,415,400.00","2,021,070,303,431,200.00",LOTUS PRI RIGHT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,304,374,900.00","2,021,070,304,380,900.00",Status Card 16 - STG,3
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,304,512,800.00","2,021,070,304,514,800.00",ETV KU AUDIO,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,304,570,000.00","2,021,070,305,003,500.00",5FM PRI RIGHT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,304,572,000.00","2,021,070,304,573,900.00",702 SEC LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,304,572,000.00","2,021,070,304,575,900.00",702 SEC RIGHT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,210,052,200.00","2,021,070,210,060,100.00",UKHOZI PRI RIGHT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,210,280,700.00","2,021,070,210,282,700.00",5FM FEED,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,210,515,100.00","2,021,070,210,524,900.00",RSG SEC LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,210,050,200.00","2,021,070,210,054,100.00",LOTUS PRI LEFT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,210,050,200.00","2,021,070,210,054,100.00",LOTUS PRI RIGHT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,210,050,200.00","2,021,070,210,054,100.00",LOBO PRI RIGHT,0
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,210,050,200.00","2,021,070,216,212,900.00",BULK TANK,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,210,050,200.00","2,021,070,216,212,900.00",STG2,1
JOHANNESBURG,T97,Platinum,Johannesburg,Northern Region,Gauteng,Johannesburg - ModPOD,010.128.000.210,"2,021,070,210,050,200.00","2,021,070,215,513,500.00",MAINS SUPPLY 1,1
